age_of_acq,fict_freq,fiction_rank,gen_freq,general_rank,lexile,pos,word,word_grade,word_id
14.4700002670288,1128.0,10744.0,22705.0,21343.0,1800.0,Adjective,ephemeral,9-12,2a56751d-49a5-4b6a-b7f2-26ea64cf6e40
11.3699998855591,13788.0,4294.0,42802.0,15660.0,1800.0,Adjective,shrewd,9-12,26bb7bba-4bdb-4e41-a4d7-88b30ab0c7c8
18.0,281.0,11591.0,835.0,37330.0,1800.0,Noun,benison,9-12,2788baf0-ed91-4822-9e88-f8a4daf5f51c
12.9499998092651,1951.0,9927.0,47634.0,14793.0,1800.0,Verb,assimilate,9-12,29dc3f3a-cb6a-4a48-a5bf-cedb9dfa91a1
12.0,10298.0,5143.0,52218.0,14057.0,1800.0,Noun,bustle,6-8,27c6ea3c-560c-4ddf-8acc-5af1f2ea7b19
10.75,147.0,11725.0,4215.0,33957.0,1800.0,Verb,inflect,5,292ed049-ebb3-4d51-99fe-4ab8f9480eeb
15.5699996948242,2063.0,9819.0,12221.0,27032.0,1800.0,Noun,imputation,9-12,2a990cf4-4176-4823-b81b-624d331161f0
12.9099998474121,1223.0,10649.0,24250.0,20717.0,1800.0,Noun,litany,9-12,281fb31e-65aa-493a-8fdf-a291e1e5469c
13.6400003433228,2662.0,9246.0,14343.0,25620.0,1800.0,Noun,canto,9-12,28489c84-7262-425a-8b70-a4c79b60ae82
12.4499998092651,2123.0,9760.0,32747.0,18014.0,1800.0,Noun,surety,9-12,2b452608-c67a-4331-a059-bbc09fadd8cb
0.0,1232.0,10640.0,2792.0,35373.0,1800.0,Noun,greatcoat,9-12,2ae45b94-add1-4507-adfe-2a90bd83c649
11.7200002670288,3934.0,8148.0,18536.0,23256.0,1800.0,Adjective,prodigal,9-12,2a3cf6a7-450b-45d1-97ed-769152b01dbd
15.9099998474121,527.0,11345.0,2593.0,35572.0,1800.0,Adjective,adamantine,9-12,2c3afa89-5a92-4a4c-bff1-c65817aa6f1c
16.1800003051758,49.0,11823.0,34621.0,17514.0,1800.0,Noun,neurotransmitter,9-12,2b3fedda-4f8b-4f0d-b282-c730b02b854e
12.0799999237061,1603.0,10271.0,16123.0,24543.0,1800.0,Noun,dapper,9-12,2ca35718-2732-4265-8ec0-3325ad2568dc
14.8100004196167,355.0,11517.0,18291.0,23374.0,1800.0,Noun,monolith,9-12,2cda14f5-0e26-4242-8f68-f2f65cf938c0
11.7700004577637,2426.0,9465.0,8957.0,29594.0,1800.0,Adjective,threadbare,9-12,2d008dcf-537b-4a96-98f6-b5d3101752bd
10.2700004577637,1873.0,10003.0,9772.0,28927.0,1800.0,Noun,coolie,9-12,3269e79a-4943-4636-83d5-d9831ea1aa85
